Submission Date (Central Time),ucnValue,mouseFlowPlaybackUrl,audience,email_address,Overall Rating,Comments,Feedback Categories,Subcategory
10/5/2022,,,,,4,Maddie reeds  sofiareeds  mommreeds  daddyreeds,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,4,"I called the beginning of  September because they have me attached to a teacher I have no idea who he is. My name does not show up in my greeting. They said they would fix it and when I went on again, it is still there.  I am not Mr. Ruckolt.  My name is Ms. Fox",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,2,don't know how to switch to order from my son's class.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,3,I love love an easier way to shop books for teachers.  Maybe having some highlighted monthly specials for their free points would be nice.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,3,"It states that I owe money, but I have not received a statement and there was not way I can pay it online. Furthermore, I was never made aware that I owed money until I logged in. It's around $3.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,1,this is to complicated to order it is confusing to me. I am not that computer savvy. I usually go through the school but I thought I would try this way instead. the prices are not on the books you offer.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,4,"I am a reading teacher.  I pull small groups or individuals.  They order books through their classroom teacher.  It says I can only open the dollar books section if I have a $35 classroom order.  - So, I am disappointed.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,1,"AWFUL! cannot switch teachers, very difficult to navigate. whatever happened to paper and sending in money?! this is a terrible website, disgurages me to order for my son every time, would rather go to barnes and noble any day. way to confusing.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,3,"The site is VERY confusing - so bad I actually talked about it with a friend and my husband. I saw a scholastic order form come home with my elementary student so I went to scholastic online. I saw a coupon code and a few books I know he likes were on sales so I added them to my cart. I then tried to update my profile with my school code but there was nowhere to do that. My cart showed my points were going to our daycare, not the elementary school where I wanted them to go. I then found an email from my son's teacher that had a scholastic link. The books I could access in this link were different and more expensive than just going to Scholastic through a google search. What in the actual heck? I placed my order on the original scholastic page and my school did not get credit and I am overall annoyed with the whole experience.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,3,"The site is VERY confusing - so bad I actually talked about it with a friend and my husband. I saw a scholastic order form come home with my elementary student so I went to scholastic online. I saw a coupon code and a few books I know he likes were on sales so I added them to my cart. I then tried to update my profile with my school code but there was nowhere to do that. My cart showed my points were going to our daycare, not the elementary school where I wanted them to go. I then found an email from my son's teacher that had a scholastic link. The books I could access in this link were different and more expensive than just going to Scholastic through a google search. What in the actual heck? I placed my order on the original scholastic page and my school did not get credit and I am overall annoyed with the whole experience.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,4,Book specific pages opened/loaded very slowly but search pages opened quickly.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,"It has changed in the last two years, however. it was still easy to find what I was looking for.",Thanks/Praise,Thanks/Praise
10/5/2022,,,,,3,"want to be able to search by title, author, character, etc",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,4,"need help with online order process, bonus points",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,2,"I could not locate the information.  Also I am a little upset that my child bought something that looks more like a toy than a book.  He is in first grade and of course will pick the nifty little thing over the book that he was supposed to purchase at the ""book fair"".",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,Thanks for being so great!,Thanks/Praise,Thanks/Praise
10/5/2022,,,,,4,Where are the $1.00 books?  I often buy books for my classroom and as gifts for my students.  I work in a low income school and love to give my students books for occasions.  A $75 dollar order is hard to come by here.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,2,I like the old website.  I think it was more user friendly. I had a hard time figuring out how to place my order.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,One of the most user friendly sites that I have used lately.,Thanks/Praise,Thanks/Praise
10/5/2022,,,,,3,Understanding where my money is from my book fairy's.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,I think it is a great program,Thanks/Praise,Thanks/Praise
10/5/2022,,,,,5,I have to update my expired credit card. I forgot the CCV# and when I get the card I will update and order.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,3,"Lost password, something more friendly user would be appreciated",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,2,I wish I could add books to cart from the book page.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,2,hard to find place to add money to existing ewallet.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,As a teacher I wish you would bring back the $1 book.  It would make it possible to get books for every student in my classroom.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,very good!,Thanks/Praise,Thanks/Praise
10/5/2022,,,,,3,It seems many of the books that have been here in the past are no longer present,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,My parents have until late tonight to post their student orders.  I will close my class order out tomorrow morning.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,3,Teachers have to work hard for every dollar. Please don't assume we can afford to donate. Every kid that comes in our room asks for money in some form or another. I have over 150 kids. And we freely donate. And it's never $1. I don't mind if someone asks. I am annoyed if I can't choose to opt out at the time of solicitation.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,2,"I'm logged in to my account to that's linked to my son's class but every time I click on the ""buy for class"" button to purchase a book for his class, it tells me I need to log in. It's very frustrating.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,4,Would like age levels for reading material to be easier to find.  Great selection!,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,2,"I was entitled to a free book after spending more than $25 but I didn't receive it.  Also, I was disappointed at the selection of classics. There were very few classics available.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,2,"I was entitled to a free book after spending more than $25 but I didn't receive it.  Also, I was disappointed at the selection of classics. There were very few classics available.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,Always good to visit.  Very clear and photos of books with synopsis is key.,Thanks/Praise,Thanks/Praise
10/5/2022,,,,,5,Everything went smoothly!,Thanks/Praise,Thanks/Praise
10/5/2022,,,,,4,"In general, I enjoy shopping on the site. Sometimes I find the search ability to be a little limited - it would be nice if some more complex search combinations were possible.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,Happy and amazing,Thanks/Praise,Thanks/Praise
10/5/2022,,,,,5,Happy and amazing,Thanks/Praise,Thanks/Praise
10/5/2022,,,,,3,It was confusing on how to find my teacher rewards- they didn't appear until after I tried to checkout my cart!,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,It said- when you're done completing the survey- but I'm not sure if I ever confirmed the order....,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,4,We wish that the books only available in book bundles were available individually since we often have some of the titles already!,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,3,Still waiting for order to process,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,"I am currently still waiting on two of the ""Shark"" books that I ordered. I have every other book I ordered except those two. I think it would be better if notified ahead of time that is an order is incomplete.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,Can there be a drop down tab for the kids school? If there is sorry this is the 1st time I’m using the web site for my second child. Thank you!!!!!!!!!!!!,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,3,I am not receiving paper flyers in the mail at my school and would like to.  Please send me paper flyers to my school.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,I'll be submitting my book order tomorrow.  I love Scholastic Book Clubs!,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,Very user friendly and easy to link my child with their teacher.,Thanks/Praise,Thanks/Praise
10/5/2022,,,,,5,I'm just books I might buy my daughter and put it the wish list so I remember what books to buy,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,4,very organized website,Thanks/Praise,Thanks/Praise
10/5/2022,,,,,4,Thank You,Thanks/Praise,Thanks/Praise
10/5/2022,,,,,3,I am really interested in some series books but it doesn't look like you carry them- The babysitters club and Sweet Valley High (not the graphic novels- regular books).  I see the babysitters club but only until #20.  I am hoping to find them somewhere else- I want them all!,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,3,"My account is messed up. I was being charged for books that were already mailed out and paid for during the 2021-22 school year.  Each time I tried to call the 800 number to get assistance with this issue, I got a recording that said the expected wait time was OVER 4 HOURS.  I don't have that kind of time. I would love for my class to order books from your company but I'm a little hesitant because of the supply shortage that we experienced last year and because of the mix-up with the accounting.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,3,"My account is messed up. I was being charged for books that were already mailed out and paid for during the 2021-22 school year.  Each time I tried to call the 800 number to get assistance with this issue, I got a recording that said the expected wait time was OVER 4 HOURS.  I don't have that kind of time. I would love for my class to order books from your company but I'm a little hesitant because of the supply shortage that we experienced last year and because of the mix-up with the accounting.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,4,"I wish you could register parents by phone number, to get text message reminders instead of email addresses or in addition to.",Not Thanks/Praise,Not Thanks/Praise
